compound_id,std_smiles,inchikey,scaffold,generic_scaffold,mw,logp,tpsa,hbd,hba,rotbonds,rings,aromatic_rings,heavy_atoms,fsp3,qed,is_pains,pIC50_func_CHEMBL233,pIC50_func_CHEMBL233_relation,pIC50_func_CHEMBL237,pIC50_func_CHEMBL237_relation,pEC50_CHEMBL233,pEC50_CHEMBL233_relation,pEC50_CHEMBL236,pEC50_CHEMBL236_relation,pAC50_CHEMBL233,pAC50_CHEMBL233_relation,pAC50_CHEMBL236,pAC50_CHEMBL236_relation,pEC50_CHEMBL237,pEC50_CHEMBL237_relation,pAC50_CHEMBL237,pAC50_CHEMBL237_relation,pIC50_func_CHEMBL2014,pIC50_func_CHEMBL2014_relation,pIC50_func_CHEMBL236,pIC50_func_CHEMBL236_relation,pEC50_CHEMBL2014,pEC50_CHEMBL2014_relation
BDBM:50365463,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,AAAQFGUYHFJNHI-SFHVURJKSA-N,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1,C1CCC(C2CCC3CCCC3C3CCCCC23)CC1,423.9,3.66,81.4,1,5,5,4,3,30,0.273,0.679,False,4.0,upper_bound,4.0,upper_bound,,,,,,,,,,,,,,,,,,
PUBCHEM:46943432,CCNC(=O)CC1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,AAAQFGUYHFJNHI-UHFFFAOYSA-N,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1,C1CCC(C2CCC3CCCC3C3CCCCC23)CC1,423.9,3.66,81.4,1,5,5,4,3,30,0.273,0.679,False,4.0,exact,4.0,exact,,,,,,,,,,,,,,,,,,
CHEMBL5079310,CCC(=O)N(CC1(N2CCN(CC(C)(C)O)CC2)CCOCC1)c1cccc(C(F)(F)F)n1,AAFPGACSSOSLPD-UHFFFAOYSA-N,c1ccc(NCC2(N3CCNCC3)CCOCC2)nc1,C1CCC(CCC2(C3CCCCC3)CCCCC2)CC1,472.55,2.78,69.1,1,6,7,3,1,33,0.739,0.658,False,,,,,6.061,exact,,,,,,,,,,,,,,,,
PUBCHEM:44202221,COc1ccc2sc(-c3ccc(S(C)(=O)=O)cc3)c(C#Cc3cncn3C)c2c1,AAHMFTBCVJDHBJ-UHFFFAOYSA-N,C(#Cc1c(-c2ccccc2)sc2ccccc12)c1cnc[nH]1,C1CCC(C2CC3CCCCC3C2CCC2CCCC2)CC1,422.53,4.11,61.2,0,5,3,4,4,29,0.136,0.466,False,,,,,4.034,exact,4.034,exact,,,,,,,,,,,,,,
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,AAKJLRGGTJKAMG-UHFFFAOYSA-N,c1ccc(Nc2ncnc3ccccc23)cc1,C1CCC(CC2CCCC3CCCCC32)CC1,393.44,3.41,74.7,1,7,10,3,3,29,0.273,0.418,False,,,,,,,,,4.7849,exact,4.5229,exact,,,,,,,,,,
CHEMBL4091098,COc1ccccc1C(=O)NCC1NCCc2ccccc21,AAKKIGLXYOMAHQ-UHFFFAOYSA-N,O=C(NCC1NCCc2ccccc21)c1ccccc1,CC(CCC1CCCC2CCCCC21)C1CCCCC1,296.37,2.31,50.4,2,3,4,3,2,22,0.278,0.91,False,,,,,5.4802,exact,,,,,,,,,,,,,,,,
BDBM:50456639,C[C@@]12C[C@H](c3ccoc3)OC(=O)C1CC[C@]1(C)[C@H]2[C@H]2C=C[C@]1(O)C(=O)O2,AALLCALQGXXWNA-FOBXGHKDSA-N,O=C1O[C@@H]2C=CC1C1CCC3C(=O)O[C@@H](c4ccoc4)CC3[C@@H]12,CC1CC2CCC1C1CCC3C(C)CC(C4CCCC4)CC3C21,358.39,2.53,86.0,1,6,1,6,1,26,0.6,0.613,False,,,,,,,,,,,,,4.301,upper_bound,,,,,,,,
PUBCHEM:3016,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2)c2ccccc2N1,CC1CCC(C2CCCCC2)C2CCCCC2C1,284.75,3.15,32.7,0,2,1,3,2,20,0.125,0.792,False,,,,,,,,,5.0,exact,4.5229,exact,,,5.6492,exact,,,,,,
PUBCHEM:2431,CC[N+](C)(C)Cc1ccccc1Br,AAQOQKQBGPPFNS-UHFFFAOYSA-N,c1ccccc1,C1CCCCC1,243.17,3.05,0.0,0,0,3,1,1,13,0.455,0.716,False,,,,,,,,,4.5229,exact,4.5229,exact,,,4.5229,exact,,,,,,
BDBM:601129,CN(C)[C@H](CNC(=O)C[C@H](CC1CCC1)c1ccccc1)Cc1ccc(C(N)=O)cc1,AAVAKDLHJSSLAG-ZEQRLZLVSA-N,O=C(C[C@H](CC1CCC1)c1ccccc1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CC(CC1CCC1)C1CCCCC1,421.59,3.74,75.4,2,3,11,3,2,31,0.462,0.58,False,5.5229,upper_bound,5.5229,upper_bound,,,5.5229,upper_bound,,,,,,,,,,,,,,
PUBCHEM:31378,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,AAXVEMMRQDVLJB-UHFFFAOYSA-N,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,CC1CCC2C(CCC3C4CCCC4CCC23)C1,380.46,1.87,94.8,3,5,2,4,0,27,0.81,0.68,False,,,,,,,,,4.5229,exact,4.5229,exact,,,5.0,exact,,,,,,
PUBCHEM:165404982,COc1ccc(C(CC(=O)NCC(Cc2ccc(O)cc2C)N(C)C)C2(C(F)(F)F)CC2)cn1,AAYMVEXHWNVKBO-UHFFFAOYSA-N,O=C(CC(c1cccnc1)C1CC1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CC(C1CCCCC1)C1CC1,479.54,4.21,74.7,2,5,10,3,2,34,0.52,0.534,False,5.5229,exact,5.5229,exact,,,,,,,,,,,,,,,,,,
BDBM:601334,COc1ccc(C(CC(=O)NC[C@H](Cc2ccc(O)cc2C)N(C)C)C2(C(F)(F)F)CC2)cn1,AAYMVEXHWNVKBO-ZQRQZVKFSA-N,O=C(CC(c1cccnc1)C1CC1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CC(C1CCCCC1)C1CC1,479.54,4.21,74.7,2,5,10,3,2,34,0.52,0.534,False,5.5229,upper_bound,5.5229,upper_bound,,,,,,,,,,,,,,,,,,
CHEMBL3394753,COc1ccc(CCNC[C@H](O)CN2CN(c3ccc(F)cc3)C3(CCN(CC4CCCCCCC4)CC3)C2=O)cc1OC,ABBBAYMZEUIFIL-HKBQPEDESA-N,O=C1N(CCCNCCc2ccccc2)CN(c2ccccc2)C12CCN(CC1CCCCCCC1)CC2,CC1C(CCCCCCC2CCCCC2)CC(C2CCCCC2)C12CCC(CC1CCCCCCC1)CC2,610.82,4.84,77.5,2,7,12,5,2,44,0.629,0.333,False,6.0044,exact,6.699,exact,,,,,,,,,,,,,8.0555,exact,,,,
PUBCHEM:118726271,COc1ccc(CCNCC(O)CN2CN(c3ccc(F)cc3)C3(CCN(CC4CCCCCCC4)CC3)C2=O)cc1OC,ABBBAYMZEUIFIL-UHFFFAOYSA-N,O=C1N(CCCNCCc2ccccc2)CN(c2ccccc2)C12CCN(CC1CCCCCCC1)CC2,CC1C(CCCCCCC2CCCCC2)CC(C2CCCCC2)C12CCC(CC1CCCCCCC1)CC2,610.82,4.84,77.5,2,7,12,5,2,44,0.629,0.333,False,6.0044,exact,6.699,exact,,,,,,,,,,,,,8.0555,exact,,,,
CHEMBL307327,CCN(CC)C(=O)c1ccc(C(=C2CC3CCC(C2)N3C)c2cccc(OC)c2)cc1,ABBSYOBLSNKXQO-UHFFFAOYSA-N,c1ccc(C(=C2CC3CCC(C2)N3)c2ccccc2)cc1,C1CCC(C(C2CCCCC2)C2CC3CCC(C3)C2)CC1,418.58,5.24,32.8,0,3,6,4,2,31,0.444,0.643,False,,,,,,,7.1871,exact,,,,,,,,,,,,,,
BDBM:601085,Cc1c(C[C@@H](CNC(=O)C[C@@H](c2cncc(F)c2)C(C)(C)C)N(C)C)ccc(C(N)=O)c1F,ABFZQEVJKKGYFO-FPOVZHCZSA-N,O=C(CCc1cccnc1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CCC1CCCCC1,460.57,3.58,88.3,2,4,9,2,2,33,0.48,0.599,False,5.5229,upper_bound,,,,,,,,,,,,,,,,,,,,
PUBCHEM:165405019,Cc1c(CC(CNC(=O)CC(c2cncc(F)c2)C(C)(C)C)N(C)C)ccc(C(N)=O)c1F,ABFZQEVJKKGYFO-UHFFFAOYSA-N,O=C(CCc1cccnc1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CCC1CCCCC1,460.57,3.58,88.3,2,4,9,2,2,33,0.48,0.599,False,5.5229,exact,,,,,,,,,,,,,,,,,,,,
CHEMBL125742,CCN(CC)C(=O)c1ccc(C(c2cccc(OC)c2)N2CCNCC2)cc1,ABHGGPDVTGXLFS-UHFFFAOYSA-N,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,C1CCC(C(C2CCCCC2)C2CCCCC2)CC1,381.52,3.17,44.8,1,4,7,3,2,28,0.435,0.8,False,5.2765,exact,5.0,exact,,,7.3768,exact,,,,,,,,,,,7.6046499999999995,exact,,
CHEMBL6045906,COCCOCCOCCOCCOCCOCCO[C@H]1C=CC2C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,ABJKCGVOUWPJMB-HUUOXEOGSA-N,C1=CC2C3Cc4cccc5c4[C@@]2(CCN3)[C@H](C1)O5,C1CC2CC3CCCC45C(CCCC34)CC(C1)C25,563.69,1.95,97.3,1,10,19,5,1,40,0.733,0.199,False,,,,,6.382,exact,,,,,,,5.4053,exact,,,,,,,,
PUBCHEM:53327362,COCCOCCOCCOCCOCCOCCOC1C=CC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,ABJKCGVOUWPJMB-UHFFFAOYSA-N,C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5,C1CC2CC3CCCC45C(CCCC34)CC(C1)C25,563.69,1.95,97.3,1,10,19,5,1,40,0.733,0.199,False,,,,,6.382,exact,,,,,,,5.4053,exact,,,,,,,,
PUBCHEM:2484,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,ABJKWBDEJIDSJZ-UHFFFAOYSA-N,c1ccc(CNCc2cccc3ccccc23)cc1,C1CCC(CCCC2CCCC3CCCCC32)CC1,317.48,5.77,3.2,0,1,4,3,3,24,0.304,0.59,False,,,,,,,,,4.5229,exact,4.5229,exact,,,5.0,exact,,,,,,
CHEMBL2397017,O=C(N[C@@]12CCC(=O)C3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccc2ccccc2n1,ABLVJJLALUMAFD-PHHKLJIESA-N,O=C(N[C@@]12CCC(=O)C3Oc4cccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccc2ccccc2n1,CC(CC12CCC(C)C3CC4CCCC5CC1C(CC1CC1)CCC32C54)C1CCC2CCCCC2C1,495.58,3.51,91.8,2,6,4,8,3,37,0.433,0.576,False,,,,,7.40975,exact,,,,,,,,,,,,,,,,
PUBCHEM:71681077,O=C(NC12CCC(=O)C3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5)c1ccc2ccccc2n1,ABLVJJLALUMAFD-UHFFFAOYSA-N,O=C(NC12CCC(=O)C3Oc4cccc5c4C31CCN(CC1CC1)C2C5)c1ccc2ccccc2n1,CC(CC12CCC(C)C3CC4CCCC5CC1C(CC1CC1)CCC32C54)C1CCC2CCCCC2C1,495.58,3.51,91.8,2,6,4,8,3,37,0.433,0.576,False,,,,,7.4106,exact,,,,,,,,,,,,,,,,
PUBCHEM:90655970,CCc1c(O)n(C2CCN(CCCCc3ccc(-c4ccccc4)cc3)CC2)c2ccccc12,ABRQOBFXDMRNOJ-UHFFFAOYSA-N,c1ccc(-c2ccc(CCCCN3CCC(n4ccc5ccccc54)CC3)cc2)cc1,C1CCC(C2CCC(CCCCC3CCC(C4CCC5CCCCC54)CC3)CC2)CC1,452.64,7.24,28.4,1,2,8,5,4,34,0.355,0.286,False,,,,,5.0,exact,,,,,,,,,,,,,,,,
CHEMBL6034290,Cc1cnccc1C1CCC(CCNC2CCCCC2)CC1,ABZDEJQGDGBFKP-UHFFFAOYSA-N,c1cc(C2CCC(CCNC3CCCCC3)CC2)ccn1,C1CCC(CCCC2CCC(C3CCCCC3)CC2)CC1,300.49,4.98,24.9,1,2,5,3,1,22,0.75,0.83,False,,,,,,,,,,,,,,,,,6.2596,exact,,,,
PUBCHEM:57390707,CC(C)CN1CCC23Cc4nc5ccccc5cc4CC2C1Cc1cccc(O)c13,ACCWAOKNDZJAQS-UHFFFAOYSA-N,c1ccc2c(c1)CC1NCCC23Cc2nc4ccccc4cc2CC13,C1CCC2CC3CC45CCCC(CC6CCCCC64)C5CC3CC2C1,398.55,4.88,36.4,1,3,2,6,3,30,0.444,0.668,False,,,,,,,8.6308,exact,,,,,,,,,,,,,,
CHEMBL1929362,CC(C)CN1CC[C@]23Cc4nc5ccccc5cc4C[C@H]2[C@H]1Cc1cccc(O)c13,ACCWAOKNDZJAQS-WBWMCNGVSA-N,c1ccc2c(c1)C[C@H]1NCC[C@@]23Cc2nc4ccccc4cc2C[C@@H]13,C1CCC2CC3CC45CCCC(CC6CCCCC64)C5CC3CC2C1,398.55,4.88,36.4,1,3,2,6,3,30,0.444,0.668,False,,,,,,,8.63455,exact,,,,,,,,,,,,,,
CHEMBL5907137,Cc1ccc2nc(N3CCC(NC4CCCC4)CC3)c(-c3noc(C)n3)cc2c1,ACEFGCIJTZPRJV-UHFFFAOYSA-N,c1ccc2nc(N3CCC(NC4CCCC4)CC3)c(-c3ncon3)cc2c1,C1CCC(CC2CCC(C3CC4CCCCC4CC3C3CCCC3)CC2)C1,391.52,4.4,67.1,1,6,4,5,3,29,0.522,0.711,False,,,8.0458,exact,,,,,,,,,,,,,,,,,,
PUBCHEM:3673,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,ACEWLPOYLGNNHV-UHFFFAOYSA-N,O=C(Cc1ccccc1)OCc1ccccn1,CC(CCC1CCCCC1)CC1CCCCC1,297.4,4.13,39.2,0,3,6,2,2,22,0.368,0.753,False,,,,,,,,,4.5229,exact,,,,,,,,,,,,
CHEMBL409225,CC(C(=O)NC1Cc2ccccc2CN(CC(N)=O)C1=O)N1Cc2cc(O)ccc2CC(N)C1=O,ACFTTXWQZSBVGL-UHFFFAOYSA-N,O=C(CN1Cc2ccccc2CCC1=O)NC1Cc2ccccc2CNC1=O,CC(CC1CC2CCCCC2CCC1C)CC1CC2CCCCC2CCC1C,479.54,-0.45,159.1,4,6,5,4,2,35,0.36,0.454,False,7.67985,exact,,,8.285250000000001,exact,,,,,,,,,,,,,,,,
PUBCHEM:3518,N=C(N)NCCN1CCCCCCC1,ACGDKVXYNVEAGU-UHFFFAOYSA-N,C1CCCNCCC1,C1CCCCCCC1,198.31,0.74,65.1,3,2,3,1,0,14,0.9,0.463,False,,,,,,,,,4.5229,exact,,,,,,,,,,,,
CHEMBL5938324,Fc1cnc(C2CCC(CCNC3CCCCC3)CC2)c(Cl)c1,ACGIAOWMGMGEGG-UHFFFAOYSA-N,c1ccc(C2CCC(CCNC3CCCCC3)CC2)nc1,C1CCC(CCCC2CCC(C3CCCCC3)CC2)CC1,338.9,5.46,24.9,1,2,5,3,1,23,0.737,0.771,False,,,,,,,,,,,,,,,,,8.2596,exact,,,,
BDBM:601161,CNC(=O)c1ccc(C[C@@H](CNC(=O)C[C@H](c2cnc(C)s2)C2(C(F)(F)F)CC2)N(C)C)c(F)c1,ACHFUOFYNBXHJL-ZWKOTPCHSA-N,O=C(C[C@H](c1cncs1)C1CC1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CC(C1CCCC1)C1CC1,514.59,4.06,74.3,2,5,10,3,2,35,0.542,0.469,False,5.5229,upper_bound,,,,,,,,,,,,,,,,,,,,
CHEMBL25493,CN1CCC[C@@]12CCCC[C@@H]2NC(=O)Cc1ccc(Cl)c(Cl)c1,ACJWWDOSBNCLFC-FUHWJXTLSA-N,O=C(Cc1ccccc1)N[C@H]1CCCC[C@@]12CCCN2,CC(CC1CCCCC1)CC1CCCCC12CCCC2,355.31,4.06,32.3,1,2,3,3,1,23,0.611,0.887,False,,,,,,,,,,,,,,,,,,,5.2366,exact,,
PUBCHEM:14548227,CN1CCCC12CCCCC2NC(=O)Cc1ccc(Cl)c(Cl)c1,ACJWWDOSBNCLFC-UHFFFAOYSA-N,O=C(Cc1ccccc1)NC1CCCCC12CCCN2,CC(CC1CCCCC1)CC1CCCCC12CCCC2,355.31,4.06,32.3,1,2,3,3,1,23,0.611,0.887,False,,,,,,,,,,,,,,,,,,,5.2366,exact,,
PUBCHEM:24746832,O=[N+]([O-])c1ccc2ncnc(N3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1,ACLOXKXBRPEZFT-UHFFFAOYSA-N,c1ccc2c(N3CCN(Cc4ccc5c(c4)OCO5)CC3)ncnc2c1,C1CC2CCC(CC3CCC(C4CCCC5CCCCC54)CC3)CC2C1,393.4,2.59,93.9,0,8,4,5,3,29,0.3,0.493,False,,,,,4.034,exact,,,,,,,,,,,,,,,,
PUBCHEM:132999,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)CC1Cc3cc(OC)c(OC)cc31)CC2,ACRHBAYQBXXRTO-UHFFFAOYSA-N,O=C1Cc2ccccc2CCN1CCCNCC1Cc2ccccc21,CC1CC2CCCCC2CCC1CCCCCC1CC2CCCCC12,468.59,3.31,60.5,0,6,10,4,2,34,0.519,0.533,False,,,,,,,,,4.5229,exact,,,,,,,,,,,,
PUBCHEM:25419,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,ACSIXWWBWUQEHA-UHFFFAOYSA-N,,,244.89,0.43,115.1,4,2,2,0,0,11,1.0,0.414,False,,,,,,,,,4.5229,exact,,,,,,,,,,,,
PUBCHEM:2724354,O=C(O)C(S)C(S)C(=O)O,ACTRVOBWPAIOHC-UHFFFAOYSA-N,,,182.22,-0.25,74.6,4,4,3,0,0,10,0.5,0.454,False,,,,,,,,,4.5229,exact,,,,,,,,,,,,
PUBCHEM:10288191,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,ACWZRVQXLIRSDF-UHFFFAOYSA-N,c1ccc(Nc2ccc3[nH]cnc3c2)cc1,C1CCC(CC2CCC3CCCC3C2)CC1,441.23,3.01,88.4,3,5,6,3,3,27,0.176,0.405,False,,,,,,,,,4.5229,exact,4.5229,exact,,,,,,,,,,
CHEMBL1258503,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CC(=O)Nc2ccccc2)c1,ACZXUEYRPYGYKP-OPVJXMOQSA-N,O=C(CN1[C@@H]2CC[C@H]1C[C@H](Oc1ccccc1)C2)Nc1ccccc1,CC(CC1CCCCC1)CC1C2CCC1CC(CC1CCCCC1)C2,379.46,2.8,84.7,2,4,6,4,2,28,0.364,0.808,False,6.5969,exact,6.4622,exact,,,,,,,,,,,,,,,5.5738,exact,,
PUBCHEM:52945118,NC(=O)c1cccc(OC2CC3CCC(C2)N3CC(=O)Nc2ccccc2)c1,ACZXUEYRPYGYKP-UHFFFAOYSA-N,O=C(CN1C2CCC1CC(Oc1ccccc1)C2)Nc1ccccc1,CC(CC1CCCCC1)CC1C2CCC1CC(CC1CCCCC1)C2,379.46,2.8,84.7,2,4,6,4,2,28,0.364,0.808,False,6.5969,exact,6.4622,exact,,,,,,,,,,,,,,,5.5738,exact,,
CHEMBL5884537,CCc1cc(C#N)c2nc(N3CC[C@@H](N[C@@H]4CCOC4)C[C@H]3C)c(-c3nc(C)no3)c(C)c2c1,ADANVLMPMJWXOD-IPHXSNPTSA-N,c1ccc2nc(N3CCC(N[C@@H]4CCOC4)CC3)c(-c3ncno3)cc2c1,C1CCC(CC2CCC(C3CC4CCCCC4CC3C3CCCC3)CC2)C1,460.58,4.07,100.1,1,8,5,5,3,34,0.538,0.608,False,6.2596,exact,9.0,lower_bound,,,,,,,,,,,,,,,,,,
CHEMBL5874046,CCc1cc(C#N)c2nc(N3CC[C@@H](N[C@H]4CCOC4)C[C@H]3C)c(-c3nc(C)no3)c(C)c2c1,ADANVLMPMJWXOD-LPTQZCDUSA-N,c1ccc2nc(N3CCC(N[C@H]4CCOC4)CC3)c(-c3ncno3)cc2c1,C1CCC(CC2CCC(C3CC4CCCCC4CC3C3CCCC3)CC2)C1,460.58,4.07,100.1,1,8,5,5,3,34,0.538,0.608,False,6.2596,exact,8.2596,exact,,,,,,,,,,,,,,,,,,
PUBCHEM:135329030,CCc1cc(C#N)c2nc(N3CCC(NC4CCOC4)CC3C)c(-c3nc(C)no3)c(C)c2c1,ADANVLMPMJWXOD-UHFFFAOYSA-N,c1ccc2nc(N3CCC(NC4CCOC4)CC3)c(-c3ncno3)cc2c1,C1CCC(CC2CCC(C3CC4CCCCC4CC3C3CCCC3)CC2)C1,460.58,4.07,100.1,1,8,5,5,3,34,0.538,0.608,False,6.4881,exact,8.4881,exact,,,,,,,,,,,,,,,,,,
CHEMBL344342,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCCC1CN1CC=CCC1,ADAPJJJJIQWICU-UHFFFAOYSA-N,O=C(Cc1ccccc1)N1CCCCC1CN1CC=CCC1,CC(CC1CCCCC1)C1CCCCC1CC1CCCCC1,367.32,4.18,23.6,0,2,4,3,1,24,0.526,0.746,False,,,8.2007,exact,,,,,,,,,,,,,,,,,,
CHEMBL4519453,CCNCC(=O)NCc1cn(C2CCN([C@H]3CC[C@@H](C(C)C)CC3)CC2)c2ccccc12,ADBGQUWNDQPXSG-DKXQDJALSA-N,c1ccc2c(c1)ccn2C1CCN(C2CCCCC2)CC1,C1CCC(C2CCC(C3CCC4CCCCC43)CC2)CC1,438.66,4.72,49.3,2,3,8,4,2,32,0.667,0.627,False,,,,,,,,,,,,,,,,,,,,,6.5575,exact
PUBCHEM:134578342,CCNCC(=O)NCc1cn(C2CCN(C3CCC(C(C)C)CC3)CC2)c2ccccc12,ADBGQUWNDQPXSG-UHFFFAOYSA-N,c1ccc2c(c1)ccn2C1CCN(C2CCCCC2)CC1,C1CCC(C2CCC(C3CCC4CCCCC43)CC2)CC1,438.66,4.72,49.3,2,3,8,4,2,32,0.667,0.627,False,,,,,,,,,,,,,,,,,,,,,6.5575,exact
PUBCHEM:118723393,COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3-c3ccccc3F)CC12C,ADCRZEDTDIVBHR-UHFFFAOYSA-N,O=C1OC(c2ccoc2-c2ccccc2)CC2C1CCC1CCCC(=O)C12,CC1CC(C2CCCC2C2CCCCC2)CC2C1CCC1CCCC(C)C12,526.56,4.81,109.1,0,8,4,5,2,38,0.517,0.413,False,,,,,,,,,,,,,8.9208,exact,,,,,,,,
CHEMBL3359280,COC(=O)C1CC(OC(C)=O)C(=O)C2[C@@]1(C)CCC1C(=O)O[C@H](c3ccoc3-c3ccccc3F)C[C@@]12C,ADCRZEDTDIVBHR-VJSWTDCFSA-N,O=C1O[C@H](c2ccoc2-c2ccccc2)CC2C1CCC1CCCC(=O)C12,CC1CC(C2CCCC2C2CCCCC2)CC2C1CCC1CCCC(C)C12,526.56,4.81,109.1,0,8,4,5,2,38,0.517,0.413,False,,,,,,,,,,,,,8.9208,exact,,,,,,,,
PUBCHEM:3152,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,ADEBPBSSDYVVLD-UHFFFAOYSA-N,O=C1c2ccccc2CC1CC1CCN(Cc2ccccc2)CC1,CC1C(CC2CCC(CC3CCCCC3)CC2)CC2CCCCC21,379.5,4.36,38.8,0,4,6,4,2,28,0.458,0.747,False,,,,,,,,,4.5229,exact,4.5229,exact,,,5.0,exact,,,,,,
CHEMBL493781,Nc1ccnc(N2CCC(N(C(=O)C3CC3)c3ccccn3)CC2)c1,ADEMYEDPMWTMAN-UHFFFAOYSA-N,O=C(C1CC1)N(c1ccccn1)C1CCN(c2ccccn2)CC1,CC(C1CC1)C(C1CCCCC1)C1CCC(C2CCCCC2)CC1,337.43,2.47,75.3,1,5,4,4,2,25,0.421,0.927,False,,,,,,,6.9666,exact,,,,,,,,,,,,,,
CHEMBL4094512,Oc1ccc(CCN(CCc2cccc(O)c2)CC2CCC2)cc1,ADIDNLAOSHEBBQ-UHFFFAOYSA-N,c1ccc(CCN(CCc2ccccc2)CC2CCC2)cc1,C1CCC(CCC(CCC2CCCCC2)CC2CCC2)CC1,325.45,3.99,43.7,2,3,8,3,2,24,0.429,0.771,False,,,,,,,,,,,,,7.6556,exact,,,,,,,,
CHEMBL4208460,C[C@@]12C[C@H](c3ccoc3)OC(=O)C1CC[C@]1(C)[C@H]2[C@@H]2OC(=O)[C@@]1(O)[C@H](O)[C@@H]2O,ADJURXYYBZJFNA-KOMHAVTDSA-N,O=C1O[C@@H](c2ccoc2)CC2C1CCC1C3CC[C@@H](OC3=O)[C@@H]21,CC1CC2CCC1C1CCC3C(C)CC(C4CCCC4)CC3C21,392.4,0.7,126.4,3,8,1,6,1,28,0.7,0.596,False,,,,,,,,,,,,,4.7959,exact,,,,,,,,
CHEMBL6054451,NC(=O)C1C[C@]23CCN(CC4CC4)[C@H](Cc4ccc(O)cc42)[C@]3(O)C1,ADLPAZXMBFTTEG-HXTIDPMASA-N,c1ccc2c(c1)C[C@@H]1C3CCC[C@]23CCN1CC1CC1,C1CCC2C(C1)CC1C(CC3CC3)CCC23CCCC13,342.44,1.3,86.8,3,4,3,5,1,25,0.65,0.773,False,,,,,7.1221,exact,7.1221,exact,,,,,8.3809,exact,,,,,,,,
CHEMBL5891832,Cc1ccc2nc(N3CCC(N4CCCCC4)CC3)c(-c3nc(C)no3)cc2c1,ADLYKPKJJUYYPL-UHFFFAOYSA-N,c1ccc2nc(N3CCC(N4CCCCC4)CC3)c(-c3ncno3)cc2c1,C1CCC(C2CCC(C3CC4CCCCC4CC3C3CCCC3)CC2)CC1,391.52,4.36,58.3,0,6,3,5,3,29,0.522,0.661,False,,,5.7595,exact,,,,,,,,,,,,,,,,,,
CHEMBL4111231,CO[C@]12CC[C@@]3(C[C@@H]1COCc1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1)[C@H]2O5,ADMSKYBLTWMPPO-QGUHJXFESA-N,c1ccc(COC[C@H]2C[C@@]34CCC2[C@@H]2Oc5cccc6c5[C@@]23CCN[C@@H]4C6)cc1,C1CCC(CCCC2CC34CCC2C2CC5CCCC6CC3CCCC24C65)CC1,433.55,3.71,60.0,2,5,5,8,2,32,0.556,0.753,False,,,,,8.0353,exact,7.7615,exact,,,,,9.0757,exact,,,,,,,,
PUBCHEM:66826937,COC12CCC3(CC1COCc1ccccc1)C1Cc4ccc(O)c5c4C3(CCN1)C2O5,ADMSKYBLTWMPPO-UHFFFAOYSA-N,c1ccc(COCC2CC34CCC2C2Oc5cccc6c5C23CCNC4C6)cc1,C1CCC(CCCC2CC34CCC2C2CC5CCCC6CC3CCCC24C65)CC1,433.55,3.71,60.0,2,5,5,8,2,32,0.556,0.753,False,,,,,8.0353,exact,7.7615,exact,,,,,9.0757,exact,,,,,,,,
