compound_id,std_smiles,inchikey,scaffold,generic_scaffold,mw,logp,tpsa,hbd,hba,rotbonds,rings,aromatic_rings,heavy_atoms,fsp3,qed,is_pains,pIC50_func_CHEMBL233,pIC50_func_CHEMBL233_relation,pIC50_func_CHEMBL237,pIC50_func_CHEMBL237_relation,pEC50_CHEMBL233,pEC50_CHEMBL233_relation,pEC50_CHEMBL236,pEC50_CHEMBL236_relation,pAC50_CHEMBL233,pAC50_CHEMBL233_relation,pAC50_CHEMBL236,pAC50_CHEMBL236_relation,pEC50_CHEMBL237,pEC50_CHEMBL237_relation,pAC50_CHEMBL237,pAC50_CHEMBL237_relation,pIC50_func_CHEMBL2014,pIC50_func_CHEMBL2014_relation,pIC50_func_CHEMBL236,pIC50_func_CHEMBL236_relation,pEC50_CHEMBL2014,pEC50_CHEMBL2014_relation
CHEMBL5542349,O=C(/C=C/c1ccco1)N[C@H]1CC[C@@]2(O)[C@H]3Cc4cccc5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,YVZJFYZSTJFJKQ-HUCNNOPESA-N,O=C(/C=C/c1ccco1)N[C@H]1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,CC(CC1CCC2C3CC4CCCC5CC1C2(CCC3CC1CC1)C45)CCC1CCCC1,446.55,3.04,74.9,2,5,5,7,2,33,0.519,0.691,False,,,,,,,5.9059,exact,,,,,,,,,,,,,,
PUBCHEM:177647923,O=C(C=Cc1ccco1)NC1CCC2(O)C3Cc4cccc5c4C2(CCN3CC2CC2)C1O5,YVZJFYZSTJFJKQ-UHFFFAOYSA-N,O=C(C=Cc1ccco1)NC1CCC2C3Cc4cccc5c4C2(CCN3CC2CC2)C1O5,CC(CCC1CCCC1)CC1CCC2C3CC4CCCC5CC1C2(CCC3CC1CC1)C45,446.55,3.04,74.9,2,5,5,7,2,33,0.519,0.691,False,,,,,,,5.9783,exact,,,,,,,,,,,,,,
PUBCHEM:45479161,Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN3CCc4ccccc4C3)cc2)cc1,YWBUPKRFVJXUQU-UHFFFAOYSA-N,O=C(NCCN1CCc2ccccc2C1)c1ccc(CNS(=O)(=O)c2ccccc2)cc1,CC(CCCC1CCC2CCCCC2C1)C1CCC(CCC(C)(C)C2CCCCC2)CC1,463.6,3.26,78.5,2,4,8,4,3,33,0.269,0.538,False,4.4949,exact,4.8864,exact,,,,,,,,,,,,,,,4.4949,exact,,
CHEMBL5937170,COC(=O)c1cc(N)cnc1N1CCC(NC2CCCCC2)CC1,YWCUHKBNXJKANE-UHFFFAOYSA-N,c1ccc(N2CCC(NC3CCCCC3)CC2)nc1,C1CCC(CC2CCC(C3CCCCC3)CC2)CC1,332.45,2.34,80.5,2,6,4,3,1,24,0.667,0.824,False,,,5.7447,exact,,,,,,,,,,,,,,,,,,
PUBCHEM:164522,O=C(O)CCCN1CCC(OC(c2ccc(Cl)cc2)c2ccccn2)CC1,YWGDOWXRIALTES-UHFFFAOYSA-N,c1ccc(C(OC2CCNCC2)c2ccccn2)cc1,C1CCC(CC(C2CCCCC2)C2CCCCC2)CC1,388.9,4.17,62.7,1,4,8,3,2,27,0.429,0.735,False,,,,,,,,,4.5229,exact,,,,,,,,,,,,
PUBCHEM:90655977,CCc1c(O)n(C2CCN(C(C)CC(c3ccccc3)c3ccccc3)CC2)c2ccccc12,YWHWEDNSWKTGIT-UHFFFAOYSA-N,c1ccc(C(CCN2CCC(n3ccc4ccccc43)CC2)c2ccccc2)cc1,C1CCC(C(CCC2CCC(C3CCC4CCCCC43)CC2)C2CCCCC2)CC1,452.64,7.16,28.4,1,2,7,5,4,34,0.355,0.322,False,,,,,5.0,exact,,,,,,,,,,,,,,,,
PUBCHEM:86291630,[O-][n+]1cccc(CNc2ccc(Cl)c(-c3ccnc4[nH]c(C5CCNCC5)cc34)n2)c1,YWIKIDIURZHSPD-UHFFFAOYSA-N,c1c[nH+]cc(CNc2cccc(-c3ccnc4[nH]c(C5CCNCC5)cc34)n2)c1,C1CCC(CCC2CCCC(C3CCCC4CC(C5CCCCC5)CC43)C2)CC1,434.93,3.99,92.6,3,5,5,5,4,31,0.261,0.326,False,,,7.2218,exact,,,,,,,,,,,,,,,7.2218,exact,,
BDBM:601330,Cc1cc(O)ccc1C[C@@H](CNC(=O)C[C@H](c1cccnc1)C1(C(F)(F)F)CC1)N(C)C,YWMZYRQWDRZWKC-PZJWPPBQSA-N,O=C(C[C@H](c1cccnc1)C1CC1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CC(C1CCCCC1)C1CC1,449.52,4.2,65.5,2,4,9,3,2,32,0.5,0.602,False,5.5229,upper_bound,,,,,,,,,,,,,,,,,,,,
PUBCHEM:166025366,Cc1cc(O)ccc1CC(CNC(=O)CC(c1cccnc1)C1(C(F)(F)F)CC1)N(C)C,YWMZYRQWDRZWKC-UHFFFAOYSA-N,O=C(CC(c1cccnc1)C1CC1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CC(C1CCCCC1)C1CC1,449.52,4.2,65.5,2,4,9,3,2,32,0.5,0.602,False,5.5229,exact,,,,,,,,,,,,,,,,,,,,
BDBM:601333,Cc1cc(O)ccc1C[C@@H](CNC(=O)CC(c1cccnc1)C1(C(F)(F)F)CC1)N(C)C,YWMZYRQWDRZWKC-ZQRQZVKFSA-N,O=C(CC(c1cccnc1)C1CC1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CC(C1CCCCC1)C1CC1,449.52,4.2,65.5,2,4,9,3,2,32,0.5,0.602,False,5.5229,upper_bound,,,,,,,,,,,,,,,,,,,,
PUBCHEM:5666,CCOc1ccccc1OCC1CNCCO1,YWPHCCPCQOJSGZ-UHFFFAOYSA-N,c1ccc(OCC2CNCCO2)cc1,C1CCC(CCC2CCCCC2)CC1,237.3,1.45,39.7,1,4,5,2,1,17,0.538,0.841,False,,,,,,,,,4.699,exact,5.0,exact,,,5.0,exact,,,,,,
PUBCHEM:27661,O=[N+]([O-])OC1COC2C(O)COC12,YWXYYJSYQOXTPL-UHFFFAOYSA-N,C1CC2OCCC2O1,C1CC2CCCC2C1,191.14,-1.28,91.1,1,6,2,2,0,13,1.0,0.432,False,,,,,,,,,4.5229,exact,4.5229,exact,,,5.0,exact,,,,,,
CHEMBL4114477,CO[C@]12CC[C@@]3(C[C@@H]1COCc1ccccc1)[C@H]1Cc4ccc(C(N)=O)c5c4[C@@]3(CCN1C)[C@H]2O5,YWZUTHYBZDSTKA-IPRXQQHWSA-N,c1ccc(COC[C@H]2C[C@@]34CCC2[C@@H]2Oc5cccc6c5[C@@]23CCN[C@@H]4C6)cc1,C1CCC(CCCC2CC34CCC2C2CC5CCCC6CC3CCCC24C65)CC1,474.6,3.45,74.0,1,5,6,8,2,35,0.552,0.694,False,,,,,6.9893,exact,7.0655,exact,,,,,7.8771,exact,,,,,,,,
PUBCHEM:86711645,COC12CCC3(CC1COCc1ccccc1)C1Cc4ccc(C(N)=O)c5c4C3(CCN1C)C2O5,YWZUTHYBZDSTKA-UHFFFAOYSA-N,c1ccc(COCC2CC34CCC2C2Oc5cccc6c5C23CCNC4C6)cc1,C1CCC(CCCC2CC34CCC2C2CC5CCCC6CC3CCCC24C65)CC1,474.6,3.45,74.0,1,5,6,8,2,35,0.552,0.694,False,,,,,6.9893,exact,7.0655,exact,,,,,7.8771,exact,,,,,,,,
CHEMBL458890,COC(=O)C1CC(OC(C)=O)C(=O)C2[C@@]1(C)CCC1C(=O)OC(C(=O)O)C[C@@]12C,YXEJHRMHRUGJGC-QHDQGQJYSA-N,O=C1OCCC2C1CCC1CCCC(=O)C12,CC1CCCC2C1CCC1CCCC(C)C12,410.42,1.12,133.3,1,8,3,3,0,29,0.75,0.536,False,,,,,,,,,,,,,6.7773,exact,,,,,,,,
PUBCHEM:11509780,COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(C(=O)O)CC12C,YXEJHRMHRUGJGC-UHFFFAOYSA-N,O=C1OCCC2C1CCC1CCCC(=O)C12,CC1CCCC2C1CCC1CCCC(C)C12,410.42,1.12,133.3,1,8,3,3,0,29,0.75,0.536,False,,,,,,,,,,,,,6.7773,exact,,,,,,,,
CHEMBL6036294,CN(C)[C@H](CNC(=O)C[C@H](c1cccnc1)C1CC1)Cc1ccc(O)cc1,YXGDHEYUXHWVQS-FPOVZHCZSA-N,O=C(C[C@H](c1cccnc1)C1CC1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CC(C1CCCCC1)C1CC1,367.49,2.96,65.5,2,4,9,3,2,27,0.455,0.715,False,5.7825,exact,,,,,,,,,,,,,,,,,,,,
PUBCHEM:165405147,CN(C)C(CNC(=O)CC(c1cccnc1)C1CC1)Cc1ccc(O)cc1,YXGDHEYUXHWVQS-UHFFFAOYSA-N,O=C(CC(c1cccnc1)C1CC1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CC(C1CCCCC1)C1CC1,367.49,2.96,65.5,2,4,9,3,2,27,0.455,0.715,False,5.7825,exact,,,,,,,,,,,,,,,,,,,,
CHEMBL3545985,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,YXKTVDFXDRQTKV-HNNXBMFYSA-N,c1ccc(CCNCc2ccccc2)cc1,C1CCC(CCCCC2CCCCC2)CC1,239.36,3.75,3.2,0,1,5,2,2,18,0.294,0.768,False,,,,,,,,,,,,,,,5.7046,exact,,,,,,
PUBCHEM:5311017,CC(Cc1ccccc1)N(C)Cc1ccccc1,YXKTVDFXDRQTKV-UHFFFAOYSA-N,c1ccc(CCNCc2ccccc2)cc1,C1CCC(CCCCC2CCCCC2)CC1,239.36,3.75,3.2,0,1,5,2,2,18,0.294,0.768,False,,,,,,,,,4.5229,exact,4.5229,exact,,,5.7046,exact,,,,,,
BDBM:785886,CC(=N)NC(=O)c1cc(C)c(C)nc1N1CCC(NCC(C)C)CC1,YXQQVLSCCJWDGZ-UHFFFAOYSA-N,c1ccc(N2CCCCC2)nc1,C1CCC(C2CCCCC2)CC1,345.49,2.64,81.1,3,5,5,2,1,25,0.632,0.566,False,,,6.7932,exact,,,,,,,,,,,,,,,,,,
PUBCHEM:10837156,C=CCN1CC(C)N(C(c2ccc(C(=O)N3CCCC3)cc2)c2cccc(OC)c2)CC1C,YXQSLSJCYHPICP-UHFFFAOYSA-N,O=C(c1ccc(C(c2ccccc2)N2CCNCC2)cc1)N1CCCC1,CC(C1CCCC1)C1CCC(C(C2CCCCC2)C2CCCCC2)CC1,447.62,4.6,36.0,0,4,7,4,2,33,0.464,0.581,False,5.2086,exact,,,,,,,,,,,,,,,,,7.5751,exact,,
PUBCHEM:441290,C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1,YXRDKMPIGHSVRX-UHFFFAOYSA-N,C1CC[NH+](C2CC3CCC4C5CC(N6CCOCC6)CCC5CCC4C3C2)C1,C1CCC(C2CCC3CCC4C5CC(C6CCCC6)CC5CCC4C3C2)CC1,529.79,4.41,59.0,1,5,5,6,0,38,0.906,0.325,False,,,,,,,,,4.5229,exact,4.5229,exact,,,4.5229,exact,,,,,,
PUBCHEM:3149,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,YXUPZGKORWTXID-UHFFFAOYSA-N,c1ccccc1,C1CCCCC1,334.57,6.06,9.2,0,1,15,1,1,24,0.727,0.28,False,,,,,,,,,4.5229,exact,4.5229,exact,,,5.4437,exact,,,,,,
CHEMBL6020071,Cc1ccc2nc(N3CCC(NC4CCCCC4)C(CO)C3)c(C(=O)N(C)C)cc2c1,YXUROQKHWSXFQE-UHFFFAOYSA-N,c1ccc2nc(N3CCC(NC4CCCCC4)CC3)ccc2c1,C1CCC(CC2CCC(C3CCC4CCCCC4C3)CC2)CC1,424.59,3.35,68.7,2,5,5,4,2,31,0.6,0.77,False,,,7.0044,exact,,,,,,,,,,,,,,,,,,
CHEMBL5766626,Cc1ccc2nc(N3CCC(NC4CC5CCC4C5)CC3)c(-c3nc(C)no3)cc2c1,YXUSUDLTLYUCCI-UHFFFAOYSA-N,c1ccc2nc(N3CCC(NC4CC5CCC4C5)CC3)c(-c3ncno3)cc2c1,C1CCC2CC(C3CCC(CC4CC5CCC4C5)CC3)C(C3CCCC3)CC2C1,417.56,4.65,67.1,1,6,4,6,3,31,0.56,0.667,False,,,7.3098,exact,,,,,,,,,,,,,,,,,,
PUBCHEM:140681722,COC1CN(c2nc3ccc(C)cc3cc2C(=O)N=C(N)C2CC2)CCC1NC1CCCC1,YXVACBLGKPHAIR-UHFFFAOYSA-N,O=C(N=CC1CC1)c1cc2ccccc2nc1N1CCC(NC2CCCC2)CC1,CC(CCC1CC1)C1CC2CCCCC2CC1C1CCC(CC2CCCC2)CC1,449.6,3.58,92.8,2,5,6,5,2,33,0.577,0.517,False,,,8.2218,exact,,,,,,,,,,,,,,,,,,
BDBM:785830,CO[C@@H]1CN(c2nc3ccc(C)cc3cc2C(=O)N=C(N)C2CC2)CC[C@@H]1NC1CCCC1,YXVACBLGKPHAIR-XZOQPEGZSA-N,O=C(N=CC1CC1)c1cc2ccccc2nc1N1CCC(NC2CCCC2)CC1,CC(CCC1CC1)C1CC2CCCCC2CC1C1CCC(CC2CCCC2)CC1,449.6,3.58,92.8,2,5,6,5,2,33,0.577,0.517,False,,,8.2218,exact,,,,,,,,,,,,,,,,,,
PUBCHEM:65700,CNC1Cc2ccccc2N(C)c2ccccc21,YXVZOBVWVRFPTE-UHFFFAOYSA-N,c1ccc2c(c1)CCc1ccccc1N2,C1CCC2CC3CCCCC3CCC2C1,238.33,3.27,15.3,1,2,1,3,2,18,0.25,0.82,False,,,,,,,,,4.5229,exact,4.5229,exact,,,,,,,,,,
CHEMBL6049347,CC(=O)c1cc2cc(C)ccc2nc1N1CCC(NC2CCCCC2)CC1,YXWFHGPPUVPIAE-UHFFFAOYSA-N,c1ccc2nc(N3CCC(NC4CCCCC4)CC3)ccc2c1,C1CCC(CC2CCC(C3CCC4CCCCC4C3)CC2)CC1,365.52,4.64,45.2,1,4,4,4,2,27,0.565,0.802,False,,,6.6757,exact,,,,,,,,,,,,,,,,,,
CHEMBL3707086,C[C@@H]1[C@H]2c3cc(Br)ccc3C[C@@H](c3ccc(Br)cc32)N1C,YXXJLCVNKYHKIQ-APEXYLGGSA-N,c1ccc2c(c1)C[C@@H]1NC[C@@H]2c2ccccc21,C1CCC2C(C1)CC1CCC2C2CCCCC12,407.15,5.27,3.2,0,1,0,5,2,21,0.333,0.575,False,6.4437,exact,5.1599,exact,,,,,,,,,,,,,,,5.0535,exact,,
PUBCHEM:122197496,CC1C2c3cc(Br)ccc3CC(c3ccc(Br)cc32)N1C,YXXJLCVNKYHKIQ-UHFFFAOYSA-N,c1ccc2c(c1)CC1NCC2c2ccccc21,C1CCC2C(C1)CC1CCC2C2CCCCC12,407.15,5.27,3.2,0,1,0,5,2,21,0.333,0.575,False,6.4437,exact,5.1599,exact,,,,,,,,,,,,,,,5.0535,exact,,
CHEMBL1946019,CCN(C)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccccc2NC(C)=O)cc1,YXXTUTAADKSONB-UHFFFAOYSA-N,c1ccc(CN2CCC(=C(c3ccccc3)c3ccccc3)CC2)cc1,C1CCC(CC2CCC(C(C3CCCCC3)C3CCCCC3)CC2)CC1,499.63,5.97,52.7,1,3,7,4,3,37,0.29,0.436,False,6.0044,exact,,,,,,,,,,,,,,,,,9.3468,exact,,
CHEMBL4533745,CN(C)[C@H](CNC(=O)NCCc1cccs1)Cc1cccc2ccccc12,YXZNYPVTMLMXJQ-IBGZPJMESA-N,O=C(NCCCc1cccc2ccccc12)NCCc1cccs1,CC(CCCCC1CCCC2CCCCC12)CCCC1CCCC1,381.55,3.92,44.4,2,3,8,3,3,27,0.318,0.621,False,,,,,7.2806,exact,,,,,,,,,,,,,,,,
PUBCHEM:155547169,CN(C)C(CNC(=O)NCCc1cccs1)Cc1cccc2ccccc12,YXZNYPVTMLMXJQ-UHFFFAOYSA-N,O=C(NCCCc1cccc2ccccc12)NCCc1cccs1,CC(CCCCC1CCCC2CCCCC12)CCCC1CCCC1,381.55,3.92,44.4,2,3,8,3,3,27,0.318,0.621,False,,,,,7.2806,exact,,,,,,,,,,,,,,,,
PUBCHEM:44469273,CCCNCc1ccc(CCn2ccc(OCc3ccc(F)cc3)cc2=O)cc1,YYCDRZDDLBLWPS-UHFFFAOYSA-N,O=c1cc(OCc2ccccc2)ccn1CCc1ccccc1,CC1CC(CCC2CCCCC2)CCC1CCC1CCCCC1,394.49,4.31,43.3,1,3,10,3,3,29,0.292,0.521,False,5.301,exact,5.301,exact,,,,,,,,,,,,,,,5.301,exact,,
CHEMBL1491626,COc1ccc(C(=O)/C=C/C(=O)N(CC(=O)NC2CCCCC2)Cc2ccccc2)c(O)c1,YYCNMRGMZROVGP-CCEZHUSRSA-N,O=C(CN(Cc1ccccc1)C(=O)/C=C/C(=O)c1ccccc1)NC1CCCCC1,CC(CC1CCCCC1)CC(CC1CCCCC1)C(C)CCC(C)C1CCCCC1,450.54,3.62,95.9,2,5,9,3,2,33,0.346,0.449,False,,,5.177,exact,,,,,,,,,,,,,,,,,,
PUBCHEM:5770963,COc1ccc(C(=O)C=CC(=O)N(CC(=O)NC2CCCCC2)Cc2ccccc2)c(O)c1,YYCNMRGMZROVGP-UHFFFAOYSA-N,O=C(CN(Cc1ccccc1)C(=O)C=CC(=O)c1ccccc1)NC1CCCCC1,CC(CC1CCCCC1)CC(CC1CCCCC1)C(C)CCC(C)C1CCCCC1,450.54,3.62,95.9,2,5,9,3,2,33,0.346,0.449,False,,,5.1913,exact,4.4949,exact,4.4949,exact,,,,,,,,,,,4.4949,exact,,
CHEMBL6009370,NC(=O)c1ccc2c(c1)[C@]13CCN(CC4CC4)[C@H](C2)C1CCC(=O)C3,YYCPDDHWNLMNEK-FMVHKLRBSA-N,O=C1CCC2[C@H]3Cc4ccccc4[C@@]2(CCN3CC2CC2)C1,CC1CCC2C3CC4CCCCC4C2(CCC3CC2CC2)C1,338.45,2.43,63.4,1,3,3,5,1,25,0.619,0.921,False,8.699,exact,,,9.0088,exact,,,,,,,,,,,,,,,,
PUBCHEM:117862205,NC(=O)c1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1CCC(=O)C3,YYCPDDHWNLMNEK-UHFFFAOYSA-N,O=C1CCC2C3Cc4ccccc4C2(CCN3CC2CC2)C1,CC1CCC2C3CC4CCCCC4C2(CCC3CC2CC2)C1,338.45,2.43,63.4,1,3,3,5,1,25,0.619,0.921,False,8.699,exact,,,9.0088,exact,,,,,,,,,,,,,,,,
CHEMBL64809,N#Cc1cccc(-c2cccn(C(CN3CCCC3)c3ccccc3)c2=O)c1,YYFHILURMYOOQU-UHFFFAOYSA-N,O=c1c(-c2ccccc2)cccn1C(CN1CCCC1)c1ccccc1,CC1C(C2CCCCC2)CCCC1C(CC1CCCC1)C1CCCCC1,369.47,4.07,49.0,0,3,5,4,3,28,0.25,0.681,False,5.3686,exact,8.2757,exact,,,,,,,,,,,,,,,5.0,exact,,
PUBCHEM:90411758,CNC(=O)N1CC=C(c2[nH]c3nccc(-c4cc(F)ccc4OC)c3c2C#N)CC1,YYJAVNCRFOEOJV-UHFFFAOYSA-N,C1=C(c2cc3c(-c4ccccc4)ccnc3[nH]2)CCNC1,C1CCC(C2CC3CCCC(C4CCCCC4)C3C2)CC1,405.43,3.68,94.0,2,4,3,4,3,30,0.227,0.695,False,,,7.5528,exact,,,,,,,,,,,,,,,7.5528,exact,,
CHEMBL5991815,NC(=O)C1(NCC[C@H]2CC[C@@H](c3ncccc3Cl)CC2)CCOCC1,YYLQJAWIBUYWFD-GASCZTMLSA-N,c1ccc([C@H]2CC[C@@H](CCNC3CCOCC3)CC2)nc1,C1CCC(CCCC2CCC(C3CCCCC3)CC2)CC1,365.91,3.02,77.2,2,4,6,3,1,25,0.684,0.812,False,,,,,,,,,,,,,,,,,6.2596,exact,,,,
CHEMBL5800177,NC(=O)C1(NCC[C@H]2CC[C@H](c3ncccc3Cl)CC2)CCOCC1,YYLQJAWIBUYWFD-SHTZXODSSA-N,c1ccc([C@H]2CC[C@H](CCNC3CCOCC3)CC2)nc1,C1CCC(CCCC2CCC(C3CCCCC3)CC2)CC1,365.91,3.02,77.2,2,4,6,3,1,25,0.684,0.812,False,,,,,,,,,,,,,,,,,6.2596,exact,,,,
PUBCHEM:155757729,NC(=O)C1(NCCC2CCC(c3ncccc3Cl)CC2)CCOCC1,YYLQJAWIBUYWFD-UHFFFAOYSA-N,c1ccc(C2CCC(CCNC3CCOCC3)CC2)nc1,C1CCC(CCCC2CCC(C3CCCCC3)CC2)CC1,365.9,3.02,77.2,2,4,6,3,1,25,0.684,0.812,False,,,,,,,,,,,,,,,,,6.2596,exact,,,,
CHEMBL6195978,CN1CC[C@@]23CCCC[C@H]2[C@H]1Cc1ccc(Nc2nccs2)cc13,YYPXEZBQCQDIFT-HQRMLTQVSA-N,c1csc(Nc2ccc3c(c2)[C@]24CCCC[C@H]2[C@@H](C3)NCC4)n1,C1CCC(CC2CCC3CC4CCCC5(CCCCC45)C3C2)C1,339.51,4.57,28.2,1,4,2,5,2,24,0.55,0.868,False,7.2596,exact,,,,,,,,,,,,,,,,,,,,
BDBM:461977,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(Nc2nccs2)cc13,YYPXEZBQCQDIFT-ILZDJORESA-N,c1csc(Nc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)NCC4)n1,C1CCC(CC2CCC3CC4CCCC5(CCCCC45)C3C2)C1,339.51,4.57,28.2,1,4,2,5,2,24,0.55,0.868,False,7.2596,exact,,,,,,,,,,,,,,,,,,,,
PUBCHEM:122690062,CN1CCC23CCCCC2C1Cc1ccc(Nc2nccs2)cc13,YYPXEZBQCQDIFT-UHFFFAOYSA-N,c1csc(Nc2ccc3c(c2)C24CCCCC2C(C3)NCC4)n1,C1CCC(CC2CCC3CC4CCCC5(CCCCC45)C3C2)C1,339.51,4.57,28.2,1,4,2,5,2,24,0.55,0.868,False,7.2596,exact,,,,,,,,,,,,,,,,,,,,
PUBCHEM:11559590,O=C(Cc1ccccc1)NCCCN1CCC2(CCc3ccccc32)CC1,YYTKBOHDXKOQOC-UHFFFAOYSA-N,O=C(Cc1ccccc1)NCCCN1CCC2(CCc3ccccc32)CC1,CC(CCCCC1CCC2(CC1)CCC1CCCCC12)CC1CCCCC1,362.52,3.72,32.3,1,2,6,4,2,27,0.458,0.795,False,,,,,,,,,,,,,,,,,6.0,exact,,,,
CHEMBL518489,COCCN(C(=O)c1cc(C)nn1C)C1c2ccccc2CCC1c1ccsc1,YYWXHWBVIVERGF-UHFFFAOYSA-N,O=C(NC1c2ccccc2CCC1c1ccsc1)c1ccn[nH]1,CC(CC1C2CCCCC2CCC1C1CCCC1)C1CCCC1,409.56,4.35,47.4,0,4,6,4,3,29,0.391,0.608,False,5.3132,exact,5.0,exact,,,,,,,,,,,,,,,5.8948,exact,,
BDBM:38907,CCOC(=O)c1cnc(-n2nc(C)cc2C)nc1NC(C)c1ccccc1,YYXJFGVZHAYZCA-UHFFFAOYSA-N,c1ccc(CNc2ccnc(-n3cccn3)n2)cc1,C1CCC(CCC2CCCC(C3CCCC3)C2)CC1,365.44,3.63,81.9,1,6,6,3,3,27,0.3,0.672,False,5.2308,exact,,,,,,,,,,,,,,,,,,,,
CHEMBL5885797,CNC(=O)C1(NCC[C@H]2CC[C@@H](c3ccc(F)cc3F)CC2)CCOCC1,YYXYUCXPCLDECG-IYBDPMFKSA-N,c1ccc([C@H]2CC[C@@H](CCNC3CCOCC3)CC2)cc1,C1CCC(CCCC2CCC(C3CCCCC3)CC2)CC1,380.48,3.51,50.4,2,3,6,3,1,27,0.667,0.794,False,,,,,,,,,,,,,,,,,7.2596,exact,,,,
CHEMBL219152,C[C@H]1CN2CCN(Cc3ccncc3)C[C@H]2C[C@@]1(C)c1cccc(O)c1,YZAGFNSTLFFQRX-UCNVEGJOSA-N,c1ccc(C2CCN3CCN(Cc4ccncc4)C[C@H]3C2)cc1,C1CCC(CC2CCC3CCC(C4CCCCC4)CC3C2)CC1,351.49,3.27,39.6,1,4,3,4,2,26,0.5,0.921,False,7.7447,exact,,,,,,,,,,,,,,,,,,,,
PUBCHEM:16094385,CC1CN2CCN(Cc3ccncc3)CC2CC1(C)c1cccc(O)c1,YZAGFNSTLFFQRX-UHFFFAOYSA-N,c1ccc(C2CCN3CCN(Cc4ccncc4)CC3C2)cc1,C1CCC(CC2CCC3CCC(C4CCCCC4)CC3C2)CC1,351.49,3.27,39.6,1,4,3,4,2,26,0.5,0.921,False,7.7447,exact,,,,,,,,,,,,,,,,,,,,
BDBM:46002,Cc1cccc(Nc2nc(-c3ccccn3)cs2)n1,YZBDZUOXXAUYMV-UHFFFAOYSA-N,c1ccc(Nc2nc(-c3ccccn3)cs2)nc1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1,268.35,3.65,50.7,1,5,3,3,3,19,0.071,0.787,False,5.3046,exact,,,,,,,,,,,,,,,,,,,,
CHEMBL3634251,Cc1cc(O)cc(C)c1CC(N)C(=O)N[C@@H]1CCCc2ccc(CC3CCCCC3)cc21,YZFVQCJXMRJONS-SSYAZFEXSA-N,O=C(CCc1ccccc1)N[C@@H]1CCCc2ccc(CC3CCCCC3)cc21,CC(CCC1CCCCC1)CC1CCCC2CCC(CC3CCCCC3)CC21,434.62,5.2,75.3,3,3,6,4,2,32,0.536,0.585,False,,,,,,,,,,,,,6.4559,exact,,,,,,,,
PUBCHEM:49792383,CC(=O)Nc1cc(-c2ccc(C(=O)NC3CC3)cc2)cn2c(-c3cccc(C(C)=O)c3)cnc12,YZIJEAZJZHJZEP-UHFFFAOYSA-N,O=C(NC1CC1)c1ccc(-c2ccc3ncc(-c4ccccc4)n3c2)cc1,CC(CC1CC1)C1CCC(C2CCC3CCC(C4CCCCC4)C3C2)CC1,452.51,4.72,92.6,2,4,6,5,4,34,0.185,0.414,False,,,,,4.1899,exact,4.1899,exact,,,,,,,,,,,,,,
CHEMBL5741337,CCc1ccc2nc(N3CCC(NC4CCOCC4)CC3)c(-c3nc(C)no3)c(Cl)c2c1,YZQUXOQWQDGVJM-UHFFFAOYSA-N,c1ccc2nc(N3CCC(NC4CCOCC4)CC3)c(-c3ncno3)cc2c1,C1CCC(CC2CCC(C3CC4CCCCC4CC3C3CCCC3)CC2)CC1,455.99,4.55,76.3,1,7,5,5,3,32,0.542,0.604,False,6.37385,exact,8.2596,exact,,,,,,,,,,,,,,,,,,
PUBCHEM:122695639,COCCOCCN1CCC23CCCCC2C1Cc1ccc(-c2cn[nH]c2)cc13,YZRJRCHRPHUSRD-UHFFFAOYSA-N,c1cc2c(cc1-c1cn[nH]c1)C13CCCCC1C(C2)NCC3,C1CCC(C2CCC3CC4CCCC5(CCCCC45)C3C2)C1,395.55,3.8,50.4,1,4,7,5,2,29,0.625,0.725,False,6.0,exact,,,,,,,,,,,,,,,,,,,,
PUBCHEM:10455974,COC(=O)C(C)COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(CC2CC2)CCC314,YZZFUHJSMKNVJW-UHFFFAOYSA-N,O=C1CCC2C3Cc4cccc5c4C2(CCN3CC2CC2)C1O5,CC1CCC2C3CC4CCCC5CC1C2(CCC3CC1CC1)C45,441.52,2.01,85.3,1,7,6,6,1,32,0.68,0.676,False,5.5229,exact,5.5229,exact,,,,,,,,,,,,,,,5.699,exact,,
